# Edges (u,v,w)
1 2 3
1 3 8
2 4 10
2 5 10
3 6 5
3 7 8
4 8 3
4 9 7
5 10 6
5 11 2
6 12 5
6 13 2
7 14 9
7 15 8
8 16 10
8 17 10
9 18 5
9 19 10
10 20 10
10 21 8
11 22 4
11 23 1
12 24 9
12 25 10
13 26 3
13 27 2
14 28 2
14 29 3
15 30 1
15 31 8
16 32 5
16 33 4
17 34 5
17 35 2
18 36 7
18 37 1
19 38 4
19 39 9
20 40 9
20 41 2
21 42 3
21 43 2
22 44 4
22 45 5
23 46 10
23 47 4
24 48 3
24 49 10
25 50 8
25 51 6
26 52 8
26 53 1
27 54 2
27 55 4
28 56 3
28 57 1
29 58 4
29 59 7
30 60 2
30 61 5
31 62 8
31 63 2
32 64 4
32 65 2
33 66 8
33 67 6
34 68 9
34 69 8
35 70 4
35 71 1
36 72 9
36 73 7
37 74 3
37 75 1
38 76 7
38 77 8
39 78 7
39 79 9
40 80 6
40 81 7
41 82 6
41 83 10
42 84 9
42 85 10
43 86 10
43 87 10
44 88 9
44 89 1
45 90 2
45 91 6
46 92 5
46 93 7
47 94 3
47 95 10
48 96 6
48 97 2
49 98 9
49 99 5
50 100 3
50 101 1
51 102 8
51 103 2
52 104 7
52 105 2
53 106 3
53 107 10
54 108 3
54 109 5
55 110 6
55 111 3
56 112 1
56 113 9
57 114 6
57 115 8
58 116 1
58 117 2
59 118 10
59 119 1
60 120 1
60 121 3
61 122 7
61 123 3
62 124 10
62 125 2
63 126 6
63 127 10
64 128 7
64 129 1
65 130 1
65 131 5
66 132 10
66 133 5
67 134 5
67 135 4
68 136 10
68 137 9
69 138 6
69 139 1
70 140 2
70 141 1
71 142 2
71 143 1
72 144 8
72 145 2
73 146 8
73 147 9
74 148 5
74 149 2
75 150 7
75 151 4
76 152 10
76 153 9
77 154 1
77 155 5
78 156 6
78 157 6
79 158 6
79 159 6
80 160 9
80 161 6
81 162 1
81 163 1
82 164 1
82 165 9
83 166 4
83 167 3
84 168 8
84 169 2
85 170 6
85 171 7
86 172 10
86 173 1
87 174 7
87 175 1
88 176 2
88 177 3
89 178 4
89 179 6
90 180 7
90 181 7
91 182 8
91 183 5
92 184 6
92 185 3
93 186 1
93 187 9
94 188 3
94 189 9
95 190 4
95 191 2
96 192 6
96 193 2
97 194 5
97 195 5
98 196 5
98 197 9
99 198 10
99 199 10
100 200 3
