# Edges (u,v,w)
1 2 3
1 3 4
2 4 4
2 5 3
3 6 5
3 7 7
4 8 7
4 9 3
5 10 3
5 11 5
6 12 3
6 13 1
7 14 7
7 15 8
8 16 6
8 17 1
9 18 1
9 19 8
10 20 6
10 21 7
11 22 4
11 23 1
12 24 1
12 25 6
13 26 6
13 27 6
14 28 2
14 29 10
15 30 7
15 31 10
16 32 1
16 33 9
17 34 3
17 35 5
18 36 10
18 37 8
19 38 10
19 39 1
20 40 3
20 41 7
21 42 8
21 43 1
22 44 1
22 45 3
23 46 5
23 47 8
24 48 1
24 49 1
25 50 3
25 51 10
26 52 9
26 53 4
27 54 7
27 55 10
28 56 9
28 57 9
29 58 2
29 59 9
30 60 5
30 61 1
31 62 1
31 63 7
32 64 7
32 65 9
33 66 5
33 67 8
34 68 4
34 69 9
35 70 5
35 71 5
36 72 10
36 73 6
37 74 10
37 75 2
38 76 6
38 77 7
39 78 10
39 79 7
40 80 5
40 81 9
41 82 5
41 83 1
42 84 9
42 85 8
43 86 7
43 87 2
44 88 1
44 89 9
45 90 8
45 91 8
46 92 6
46 93 10
47 94 7
47 95 1
48 96 5
48 97 9
49 98 3
49 99 5
50 100 7
50 101 2
51 102 5
51 103 10
52 104 8
52 105 2
53 106 1
53 107 9
54 108 2
54 109 6
55 110 9
55 111 7
56 112 2
56 113 8
57 114 5
57 115 6
58 116 9
58 117 8
59 118 1
59 119 2
60 120 2
60 121 7
61 122 2
61 123 9
62 124 1
62 125 9
63 126 2
63 127 10
64 128 3
64 129 2
65 130 5
65 131 10
66 132 2
66 133 10
67 134 3
67 135 1
68 136 2
68 137 9
69 138 8
69 139 7
70 140 4
70 141 9
71 142 1
71 143 3
72 144 3
72 145 6
73 146 10
73 147 10
74 148 1
74 149 7
75 150 10
75 151 9
76 152 5
76 153 9
77 154 3
77 155 6
78 156 5
78 157 4
79 158 1
79 159 6
80 160 8
80 161 10
81 162 3
81 163 3
82 164 3
82 165 1
83 166 7
83 167 8
84 168 3
84 169 5
85 170 5
85 171 7
86 172 10
86 173 10
87 174 10
87 175 9
88 176 5
88 177 10
89 178 1
89 179 8
90 180 9
90 181 7
91 182 1
91 183 1
92 184 2
92 185 7
93 186 4
93 187 8
94 188 4
94 189 9
95 190 1
95 191 3
96 192 8
96 193 6
97 194 5
97 195 5
98 196 10
98 197 3
99 198 10
99 199 2
100 200 10
