# Edges (u,v,w)
1 2 3
1 3 3
2 4 9
2 5 2
3 6 2
3 7 9
4 8 10
4 9 2
5 10 7
5 11 9
6 12 6
6 13 2
7 14 8
7 15 10
8 16 8
8 17 2
9 18 10
9 19 9
10 20 7
10 21 1
11 22 8
11 23 4
12 24 2
12 25 9
13 26 1
13 27 9
14 28 1
14 29 9
15 30 7
15 31 8
16 32 8
16 33 9
17 34 4
17 35 3
18 36 1
18 37 8
19 38 8
19 39 6
20 40 7
20 41 10
21 42 10
21 43 5
22 44 8
22 45 8
23 46 5
23 47 3
24 48 10
24 49 6
25 50 4
25 51 2
26 52 9
26 53 8
27 54 3
27 55 5
28 56 2
28 57 4
29 58 8
29 59 1
30 60 6
30 61 5
31 62 7
31 63 7
32 64 8
32 65 3
33 66 3
33 67 7
34 68 1
34 69 8
35 70 2
35 71 2
36 72 8
36 73 7
37 74 5
37 75 3
38 76 5
38 77 1
39 78 6
39 79 10
40 80 2
40 81 3
41 82 7
41 83 1
42 84 8
42 85 4
43 86 3
43 87 10
44 88 4
44 89 4
45 90 6
45 91 1
46 92 6
46 93 9
47 94 2
47 95 2
48 96 8
48 97 10
49 98 2
49 99 8
50 100 5
50 101 4
51 102 10
51 103 6
52 104 6
52 105 5
53 106 10
53 107 9
54 108 3
54 109 4
55 110 6
55 111 9
56 112 1
56 113 8
57 114 9
57 115 10
58 116 1
58 117 1
59 118 4
59 119 8
60 120 4
60 121 1
61 122 10
61 123 6
62 124 2
62 125 7
63 126 8
63 127 10
64 128 7
64 129 8
65 130 8
65 131 8
66 132 7
66 133 7
67 134 6
67 135 8
68 136 3
68 137 8
69 138 4
69 139 2
70 140 7
70 141 10
71 142 2
71 143 8
72 144 8
72 145 9
73 146 2
73 147 7
74 148 4
74 149 9
75 150 4
75 151 4
76 152 8
76 153 2
77 154 5
77 155 3
78 156 3
78 157 9
79 158 6
79 159 4
80 160 10
80 161 8
81 162 8
81 163 3
82 164 6
82 165 9
83 166 9
83 167 5
84 168 4
84 169 1
85 170 4
85 171 10
86 172 10
86 173 4
87 174 5
87 175 8
88 176 1
88 177 6
89 178 5
89 179 8
90 180 9
90 181 6
91 182 7
91 183 6
92 184 8
92 185 4
93 186 6
93 187 1
94 188 7
94 189 5
95 190 8
95 191 9
96 192 5
96 193 8
97 194 2
97 195 5
98 196 4
98 197 7
99 198 8
99 199 6
100 200 2
