# Edges (u,v,w)
1 2 3
1 3 3
2 4 1
2 5 3
3 6 3
3 7 8
4 8 1
4 9 7
5 10 10
5 11 9
6 12 7
6 13 8
7 14 8
7 15 7
8 16 10
8 17 5
9 18 10
9 19 9
10 20 2
10 21 6
11 22 9
11 23 2
12 24 10
12 25 1
13 26 7
13 27 1
14 28 2
14 29 2
15 30 10
15 31 3
16 32 9
16 33 2
17 34 6
17 35 9
18 36 5
18 37 6
19 38 9
19 39 8
20 40 1
20 41 10
21 42 1
21 43 8
22 44 2
22 45 9
23 46 7
23 47 3
24 48 7
24 49 7
25 50 8
25 51 9
26 52 6
26 53 2
27 54 9
27 55 1
28 56 5
28 57 8
29 58 2
29 59 6
30 60 5
30 61 10
31 62 7
31 63 9
32 64 5
32 65 8
33 66 9
33 67 9
34 68 6
34 69 1
35 70 7
35 71 3
36 72 1
36 73 7
37 74 1
37 75 3
38 76 9
38 77 9
39 78 1
39 79 6
40 80 6
40 81 9
41 82 7
41 83 10
42 84 1
42 85 6
43 86 10
43 87 9
44 88 5
44 89 10
45 90 8
45 91 2
46 92 5
46 93 3
47 94 5
47 95 7
48 96 3
48 97 8
49 98 10
49 99 10
50 100 4
50 101 1
51 102 6
51 103 6
52 104 5
52 105 5
53 106 2
53 107 8
54 108 4
54 109 5
55 110 5
55 111 5
56 112 10
56 113 6
57 114 10
57 115 2
58 116 4
58 117 1
59 118 3
59 119 1
60 120 5
60 121 9
61 122 9
61 123 7
62 124 10
62 125 1
63 126 8
63 127 2
64 128 6
64 129 3
65 130 3
65 131 5
66 132 5
66 133 10
67 134 2
67 135 9
68 136 7
68 137 9
69 138 6
69 139 9
70 140 4
70 141 4
71 142 7
71 143 2
72 144 4
72 145 1
73 146 2
73 147 2
74 148 9
74 149 8
75 150 1
75 151 8
76 152 9
76 153 2
77 154 3
77 155 6
78 156 4
78 157 9
79 158 4
79 159 1
80 160 2
80 161 9
81 162 9
81 163 7
82 164 6
82 165 6
83 166 4
83 167 7
84 168 3
84 169 2
85 170 5
85 171 10
86 172 1
86 173 5
87 174 8
87 175 5
88 176 7
88 177 5
89 178 9
89 179 2
90 180 3
90 181 4
91 182 10
91 183 7
92 184 7
92 185 2
93 186 4
93 187 10
94 188 4
94 189 5
95 190 1
95 191 8
96 192 8
96 193 9
97 194 2
97 195 10
98 196 6
98 197 5
99 198 8
99 199 1
100 200 2
