# Edges (u,v,w)
1 2 3
1 3 10
2 4 4
2 5 7
3 6 1
3 7 7
4 8 6
4 9 8
5 10 4
5 11 8
6 12 3
6 13 2
7 14 1
7 15 2
8 16 8
8 17 4
9 18 1
9 19 7
10 20 4
10 21 1
11 22 2
11 23 6
12 24 5
12 25 1
13 26 4
13 27 3
14 28 7
14 29 3
15 30 8
15 31 1
16 32 3
16 33 7
17 34 6
17 35 10
18 36 5
18 37 9
19 38 9
19 39 5
20 40 1
20 41 4
21 42 8
21 43 9
22 44 8
22 45 10
23 46 1
23 47 4
24 48 1
24 49 6
25 50 8
25 51 1
26 52 9
26 53 10
27 54 1
27 55 7
28 56 6
28 57 4
29 58 2
29 59 3
30 60 7
30 61 5
31 62 3
31 63 7
32 64 2
32 65 8
33 66 8
33 67 5
34 68 4
34 69 9
35 70 7
35 71 9
36 72 1
36 73 5
37 74 3
37 75 7
38 76 6
38 77 4
39 78 10
39 79 2
40 80 6
40 81 10
41 82 2
41 83 3
42 84 6
42 85 9
43 86 10
43 87 3
44 88 8
44 89 3
45 90 1
45 91 4
46 92 2
46 93 4
47 94 6
47 95 2
48 96 7
48 97 2
49 98 10
49 99 7
50 100 8
50 101 8
51 102 1
51 103 2
52 104 6
52 105 3
53 106 4
53 107 6
54 108 7
54 109 6
55 110 4
55 111 1
56 112 3
56 113 9
57 114 8
57 115 3
58 116 4
58 117 4
59 118 3
59 119 10
60 120 2
60 121 8
61 122 6
61 123 8
62 124 10
62 125 9
63 126 10
63 127 3
64 128 4
64 129 5
65 130 10
65 131 1
66 132 4
66 133 9
67 134 4
67 135 1
68 136 8
68 137 9
69 138 5
69 139 5
70 140 7
70 141 5
71 142 4
71 143 1
72 144 10
72 145 2
73 146 3
73 147 1
74 148 2
74 149 10
75 150 9
75 151 2
76 152 10
76 153 1
77 154 4
77 155 9
78 156 3
78 157 5
79 158 2
79 159 6
80 160 3
80 161 10
81 162 3
81 163 5
82 164 6
82 165 3
83 166 10
83 167 8
84 168 8
84 169 10
85 170 9
85 171 3
86 172 4
86 173 8
87 174 7
87 175 2
88 176 10
88 177 3
89 178 5
89 179 10
90 180 1
90 181 10
91 182 9
91 183 5
92 184 9
92 185 7
93 186 4
93 187 8
94 188 2
94 189 6
95 190 1
95 191 8
96 192 6
96 193 6
97 194 4
97 195 9
98 196 6
98 197 8
99 198 6
99 199 6
100 200 10
