# Edges (u,v,w)
1 2 3
1 3 6
2 4 9
2 5 3
3 6 7
3 7 9
4 8 8
4 9 6
5 10 3
5 11 8
6 12 5
6 13 7
7 14 6
7 15 10
8 16 9
8 17 6
9 18 1
9 19 2
10 20 7
10 21 6
11 22 3
11 23 5
12 24 9
12 25 6
13 26 9
13 27 4
14 28 10
14 29 3
15 30 10
15 31 8
16 32 2
16 33 2
17 34 3
17 35 2
18 36 8
18 37 9
19 38 6
19 39 5
20 40 5
20 41 8
21 42 4
21 43 9
22 44 10
22 45 2
23 46 5
23 47 10
24 48 8
24 49 1
25 50 4
25 51 9
26 52 3
26 53 7
27 54 7
27 55 6
28 56 4
28 57 6
29 58 10
29 59 4
30 60 4
30 61 2
31 62 1
31 63 2
32 64 5
32 65 6
33 66 9
33 67 5
34 68 4
34 69 2
35 70 5
35 71 6
36 72 1
36 73 8
37 74 6
37 75 8
38 76 10
38 77 10
39 78 2
39 79 4
40 80 4
40 81 7
41 82 9
41 83 2
42 84 8
42 85 3
43 86 4
43 87 4
44 88 1
44 89 10
45 90 8
45 91 10
46 92 10
46 93 10
47 94 1
47 95 5
48 96 5
48 97 3
49 98 5
49 99 7
50 100 9
50 101 10
51 102 6
51 103 9
52 104 5
52 105 3
53 106 6
53 107 1
54 108 6
54 109 6
55 110 1
55 111 9
56 112 3
56 113 1
57 114 10
57 115 3
58 116 8
58 117 1
59 118 1
59 119 8
60 120 5
60 121 7
61 122 8
61 123 6
62 124 7
62 125 6
63 126 3
63 127 10
64 128 7
64 129 7
65 130 8
65 131 1
66 132 6
66 133 10
67 134 7
67 135 5
68 136 3
68 137 8
69 138 4
69 139 4
70 140 8
70 141 3
71 142 10
71 143 1
72 144 10
72 145 6
73 146 4
73 147 1
74 148 5
74 149 8
75 150 5
75 151 2
76 152 8
76 153 4
77 154 6
77 155 4
78 156 3
78 157 6
79 158 3
79 159 4
80 160 1
80 161 6
81 162 10
81 163 7
82 164 1
82 165 4
83 166 1
83 167 2
84 168 1
84 169 9
85 170 6
85 171 3
86 172 6
86 173 10
87 174 4
87 175 4
88 176 2
88 177 1
89 178 9
89 179 4
90 180 1
90 181 1
91 182 9
91 183 8
92 184 8
92 185 4
93 186 6
93 187 4
94 188 3
94 189 5
95 190 5
95 191 9
96 192 7
96 193 4
97 194 6
97 195 4
98 196 5
98 197 2
99 198 5
99 199 3
100 200 5
