# Edges (u,v,w)
1 2 3
1 3 9
2 4 3
2 5 4
3 6 1
3 7 6
4 8 5
4 9 5
5 10 8
5 11 4
6 12 5
6 13 1
7 14 5
7 15 10
8 16 1
8 17 9
9 18 6
9 19 7
10 20 10
10 21 6
11 22 4
11 23 7
12 24 6
12 25 6
13 26 6
13 27 3
14 28 3
14 29 10
15 30 7
15 31 6
16 32 2
16 33 4
17 34 4
17 35 1
18 36 1
18 37 1
19 38 6
19 39 1
20 40 10
20 41 7
21 42 6
21 43 4
22 44 9
22 45 8
23 46 1
23 47 4
24 48 8
24 49 9
25 50 2
25 51 9
26 52 5
26 53 5
27 54 9
27 55 7
28 56 3
28 57 7
29 58 8
29 59 4
30 60 6
30 61 6
31 62 3
31 63 5
32 64 3
32 65 1
33 66 7
33 67 8
34 68 4
34 69 9
35 70 8
35 71 7
36 72 6
36 73 1
37 74 1
37 75 4
38 76 1
38 77 5
39 78 2
39 79 4
40 80 1
40 81 1
41 82 4
41 83 1
42 84 9
42 85 7
43 86 4
43 87 6
44 88 6
44 89 9
45 90 8
45 91 7
46 92 6
46 93 3
47 94 9
47 95 5
48 96 9
48 97 2
49 98 7
49 99 8
50 100 1
50 101 10
51 102 7
51 103 7
52 104 2
52 105 3
53 106 9
53 107 7
54 108 4
54 109 5
55 110 5
55 111 10
56 112 5
56 113 8
57 114 7
57 115 4
58 116 10
58 117 7
59 118 10
59 119 1
60 120 1
60 121 5
61 122 6
61 123 9
62 124 5
62 125 2
63 126 9
63 127 1
64 128 9
64 129 7
65 130 7
65 131 9
66 132 7
66 133 8
67 134 5
67 135 10
68 136 3
68 137 9
69 138 10
69 139 1
70 140 1
70 141 5
71 142 2
71 143 9
72 144 9
72 145 3
73 146 8
73 147 9
74 148 2
74 149 3
75 150 8
75 151 9
76 152 10
76 153 5
77 154 4
77 155 7
78 156 4
78 157 4
79 158 1
79 159 7
80 160 1
80 161 7
81 162 1
81 163 1
82 164 3
82 165 1
83 166 5
83 167 8
84 168 7
84 169 10
85 170 8
85 171 7
86 172 10
86 173 9
87 174 10
87 175 5
88 176 8
88 177 1
89 178 2
89 179 10
90 180 3
90 181 8
91 182 6
91 183 7
92 184 9
92 185 3
93 186 2
93 187 4
94 188 3
94 189 2
95 190 2
95 191 10
96 192 9
96 193 5
97 194 8
97 195 1
98 196 10
98 197 8
99 198 8
99 199 8
100 200 6
