# Edges (u,v,w)
1 2 3
1 3 6
2 4 10
2 5 10
3 6 4
3 7 9
4 8 7
4 9 4
5 10 7
5 11 2
6 12 4
6 13 3
7 14 4
7 15 1
8 16 10
8 17 1
9 18 8
9 19 9
10 20 2
10 21 2
11 22 5
11 23 4
12 24 5
12 25 9
13 26 6
13 27 5
14 28 3
14 29 8
15 30 1
15 31 3
16 32 3
16 33 9
17 34 10
17 35 5
18 36 4
18 37 7
19 38 10
19 39 6
20 40 5
20 41 9
21 42 7
21 43 2
22 44 4
22 45 6
23 46 8
23 47 3
24 48 9
24 49 7
25 50 3
25 51 6
26 52 8
26 53 8
27 54 2
27 55 2
28 56 6
28 57 5
29 58 2
29 59 9
30 60 7
30 61 9
31 62 8
31 63 3
32 64 3
32 65 9
33 66 4
33 67 7
34 68 5
34 69 7
35 70 2
35 71 9
36 72 1
36 73 3
37 74 1
37 75 10
38 76 3
38 77 7
39 78 7
39 79 2
40 80 4
40 81 10
41 82 10
41 83 9
42 84 9
42 85 3
43 86 6
43 87 10
44 88 8
44 89 9
45 90 3
45 91 9
46 92 4
46 93 4
47 94 9
47 95 7
48 96 5
48 97 8
49 98 10
49 99 5
50 100 10
50 101 10
51 102 3
51 103 9
52 104 7
52 105 8
53 106 10
53 107 9
54 108 9
54 109 4
55 110 4
55 111 8
56 112 10
56 113 2
57 114 3
57 115 1
58 116 8
58 117 7
59 118 8
59 119 4
60 120 6
60 121 7
61 122 3
61 123 8
62 124 4
62 125 8
63 126 8
63 127 5
64 128 8
64 129 2
65 130 1
65 131 3
66 132 8
66 133 8
67 134 3
67 135 2
68 136 10
68 137 3
69 138 3
69 139 7
70 140 1
70 141 10
71 142 7
71 143 6
72 144 5
72 145 5
73 146 7
73 147 5
74 148 1
74 149 6
75 150 5
75 151 4
76 152 8
76 153 6
77 154 3
77 155 3
78 156 1
78 157 8
79 158 4
79 159 2
80 160 4
80 161 7
81 162 1
81 163 8
82 164 7
82 165 7
83 166 8
83 167 6
84 168 2
84 169 6
85 170 5
85 171 3
86 172 8
86 173 6
87 174 10
87 175 8
88 176 9
88 177 2
89 178 8
89 179 3
90 180 1
90 181 2
91 182 9
91 183 2
92 184 6
92 185 2
93 186 9
93 187 2
94 188 4
94 189 2
95 190 2
95 191 7
96 192 6
96 193 1
97 194 7
97 195 5
98 196 2
98 197 1
99 198 9
99 199 4
100 200 8
