# Edges (u,v,w)
1 2 3
1 3 7
2 4 10
2 5 1
3 6 10
3 7 10
4 8 1
4 9 9
5 10 4
5 11 5
6 12 4
6 13 5
7 14 6
7 15 2
8 16 1
8 17 4
9 18 5
9 19 2
10 20 9
10 21 9
11 22 7
11 23 1
12 24 8
12 25 1
13 26 8
13 27 4
14 28 6
14 29 7
15 30 4
15 31 10
16 32 2
16 33 2
17 34 7
17 35 1
18 36 5
18 37 10
19 38 2
19 39 8
20 40 3
20 41 8
21 42 5
21 43 10
22 44 10
22 45 2
23 46 4
23 47 3
24 48 5
24 49 1
25 50 7
25 51 4
26 52 1
26 53 3
27 54 4
27 55 4
28 56 1
28 57 6
29 58 10
29 59 4
30 60 8
30 61 1
31 62 10
31 63 3
32 64 1
32 65 3
33 66 8
33 67 6
34 68 9
34 69 7
35 70 1
35 71 3
36 72 3
36 73 10
37 74 2
37 75 4
38 76 3
38 77 2
39 78 10
39 79 1
40 80 6
40 81 7
41 82 2
41 83 7
42 84 2
42 85 7
43 86 10
43 87 4
44 88 5
44 89 6
45 90 9
45 91 10
46 92 3
46 93 1
47 94 10
47 95 4
48 96 1
48 97 5
49 98 7
49 99 7
50 100 3
50 101 3
51 102 10
51 103 8
52 104 1
52 105 2
53 106 2
53 107 10
54 108 3
54 109 10
55 110 5
55 111 7
56 112 2
56 113 5
57 114 3
57 115 3
58 116 2
58 117 1
59 118 1
59 119 7
60 120 2
60 121 5
61 122 8
61 123 8
62 124 8
62 125 9
63 126 8
63 127 2
64 128 10
64 129 10
65 130 9
65 131 3
66 132 1
66 133 4
67 134 5
67 135 10
68 136 9
68 137 1
69 138 1
69 139 9
70 140 2
70 141 10
71 142 2
71 143 5
72 144 8
72 145 9
73 146 5
73 147 5
74 148 6
74 149 5
75 150 7
75 151 6
76 152 4
76 153 9
77 154 10
77 155 6
78 156 7
78 157 2
79 158 7
79 159 8
80 160 4
80 161 6
81 162 2
81 163 7
82 164 3
82 165 10
83 166 8
83 167 9
84 168 9
84 169 7
85 170 4
85 171 8
86 172 5
86 173 4
87 174 7
87 175 1
88 176 6
88 177 1
89 178 2
89 179 5
90 180 6
90 181 2
91 182 10
91 183 3
92 184 9
92 185 7
93 186 3
93 187 8
94 188 4
94 189 1
95 190 6
95 191 7
96 192 7
96 193 9
97 194 7
97 195 4
98 196 9
98 197 1
99 198 4
99 199 2
100 200 9
