# Edges (u,v,w)
1 2 3
2 3 5
2 4 8
3 5 3
3 6 7
4 7 6
4 8 4
5 9 10
5 10 10
6 11 2
6 12 7
7 13 4
7 14 6
8 15 4
8 16 8
9 17 2
9 18 2
10 19 10
10 20 2
11 21 8
11 22 7
12 23 1
12 24 1
13 25 7
13 26 3
14 27 7
14 28 8
15 29 8
15 30 6
16 31 5
16 32 5
17 33 5
17 34 2
18 35 3
18 36 5
19 37 7
19 38 1
20 39 3
20 40 5
21 41 5
21 42 7
22 43 4
22 44 10
23 45 2
23 46 3
24 47 1
24 48 4
25 49 9
25 50 3
26 51 6
26 52 7
27 53 8
27 54 5
28 55 7
28 56 3
29 57 5
29 58 7
30 59 1
30 60 6
31 61 9
31 62 8
32 63 2
32 64 7
33 65 8
33 66 4
34 67 10
34 68 5
35 69 2
35 70 10
36 71 3
36 72 2
37 73 1
37 74 2
38 75 2
38 76 3
39 77 3
39 78 2
40 79 8
40 80 8
41 81 6
41 82 7
42 83 3
42 84 3
43 85 2
43 86 2
44 87 8
44 88 7
45 89 1
45 90 3
46 91 9
46 92 8
47 93 7
47 94 1
48 95 9
48 96 4
49 97 4
49 98 3
50 99 7
50 100 6
51 101 5
51 102 2
52 103 10
52 104 6
53 105 5
53 106 10
54 107 10
54 108 10
55 109 9
55 110 7
56 111 9
56 112 6
57 113 1
57 114 1
58 115 3
58 116 8
59 117 7
59 118 7
60 119 10
60 120 9
61 121 8
61 122 2
62 123 9
62 124 9
63 125 2
63 126 9
64 127 5
64 128 8
65 129 1
65 130 7
66 131 6
66 132 9
67 133 10
67 134 7
68 135 4
68 136 8
69 137 2
69 138 10
70 139 7
70 140 2
71 141 8
71 142 8
72 143 4
72 144 3
73 145 8
73 146 6
74 147 7
74 148 6
75 149 9
75 150 10
76 151 4
76 152 2
77 153 5
77 154 10
78 155 9
78 156 6
79 157 8
79 158 8
80 159 1
80 160 10
81 161 5
81 162 8
82 163 6
82 164 7
83 165 7
83 166 9
84 167 5
84 168 3
85 169 8
85 170 10
86 171 10
86 172 9
87 173 1
87 174 3
88 175 2
88 176 9
89 177 5
89 178 7
90 179 1
90 180 10
91 181 9
91 182 7
92 183 2
92 184 6
93 185 1
93 186 8
94 187 2
94 188 6
95 189 1
95 190 3
96 191 9
96 192 4
97 193 3
97 194 3
98 195 5
98 196 6
99 197 9
99 198 6
100 199 6
100 200 6
