# Edges (u,v,w)
1 2 3
2 3 4
2 4 1
3 5 6
3 6 1
4 7 2
4 8 8
5 9 6
5 10 1
6 11 9
6 12 5
7 13 8
7 14 2
8 15 5
8 16 4
9 17 4
9 18 2
10 19 1
10 20 4
11 21 8
11 22 2
12 23 9
12 24 5
13 25 8
13 26 3
14 27 6
14 28 9
15 29 1
15 30 10
16 31 5
16 32 4
17 33 1
17 34 9
18 35 9
18 36 5
19 37 1
19 38 10
20 39 1
20 40 9
21 41 10
21 42 8
22 43 8
22 44 7
23 45 2
23 46 2
24 47 9
24 48 7
25 49 3
25 50 8
26 51 5
26 52 8
27 53 8
27 54 1
28 55 9
28 56 3
29 57 7
29 58 3
30 59 8
30 60 10
31 61 3
31 62 6
32 63 4
32 64 9
33 65 1
33 66 9
34 67 8
34 68 4
35 69 1
35 70 9
36 71 7
36 72 3
37 73 9
37 74 4
38 75 3
38 76 8
39 77 6
39 78 7
40 79 9
40 80 1
41 81 6
41 82 8
42 83 9
42 84 4
43 85 7
43 86 7
44 87 10
44 88 9
45 89 2
45 90 9
46 91 7
46 92 8
47 93 6
47 94 5
48 95 3
48 96 8
49 97 2
49 98 3
50 99 2
50 100 6
51 101 7
51 102 2
52 103 8
52 104 4
53 105 1
53 106 5
54 107 6
54 108 2
55 109 4
55 110 9
56 111 6
56 112 2
57 113 6
57 114 10
58 115 8
58 116 5
59 117 8
59 118 4
60 119 3
60 120 4
61 121 6
61 122 9
62 123 1
62 124 8
63 125 8
63 126 3
64 127 8
64 128 5
65 129 6
65 130 6
66 131 5
66 132 7
67 133 3
67 134 8
68 135 7
68 136 6
69 137 3
69 138 10
70 139 10
70 140 2
71 141 9
71 142 3
72 143 10
72 144 4
73 145 9
73 146 7
74 147 7
74 148 2
75 149 10
75 150 6
76 151 3
76 152 7
77 153 3
77 154 1
78 155 9
78 156 1
79 157 2
79 158 3
80 159 9
80 160 3
81 161 3
81 162 2
82 163 1
82 164 1
83 165 1
83 166 4
84 167 7
84 168 7
85 169 9
85 170 1
86 171 8
86 172 9
87 173 8
87 174 3
88 175 10
88 176 5
89 177 9
89 178 2
90 179 2
90 180 3
91 181 1
91 182 4
92 183 5
92 184 4
93 185 8
93 186 5
94 187 8
94 188 1
95 189 2
95 190 8
96 191 4
96 192 10
97 193 3
97 194 4
98 195 5
98 196 2
99 197 9
99 198 7
100 199 5
100 200 4
