# Edges (u,v,w)
1 2 3
2 3 7
2 4 6
3 5 7
3 6 6
4 7 2
4 8 6
5 9 5
5 10 9
6 11 3
6 12 1
7 13 9
7 14 6
8 15 4
8 16 4
9 17 4
9 18 1
10 19 4
10 20 5
11 21 4
11 22 1
12 23 4
12 24 6
13 25 5
13 26 10
14 27 8
14 28 2
15 29 6
15 30 5
16 31 4
16 32 1
17 33 1
17 34 7
18 35 5
18 36 5
19 37 5
19 38 2
20 39 4
20 40 3
21 41 2
21 42 9
22 43 10
22 44 7
23 45 1
23 46 10
24 47 8
24 48 1
25 49 8
25 50 4
26 51 8
26 52 9
27 53 1
27 54 2
28 55 1
28 56 4
29 57 3
29 58 6
30 59 7
30 60 4
31 61 9
31 62 3
32 63 2
32 64 3
33 65 1
33 66 8
34 67 6
34 68 1
35 69 6
35 70 10
36 71 2
36 72 10
37 73 6
37 74 9
38 75 9
38 76 6
39 77 5
39 78 3
40 79 9
40 80 5
41 81 6
41 82 10
42 83 4
42 84 10
43 85 10
43 86 8
44 87 1
44 88 1
45 89 7
45 90 5
46 91 2
46 92 5
47 93 10
47 94 6
48 95 8
48 96 8
49 97 1
49 98 8
50 99 8
50 100 4
51 101 6
51 102 1
52 103 3
52 104 10
53 105 9
53 106 8
54 107 7
54 108 8
55 109 1
55 110 10
56 111 2
56 112 2
57 113 6
57 114 4
58 115 8
58 116 8
59 117 7
59 118 7
60 119 5
60 120 8
61 121 10
61 122 2
62 123 4
62 124 10
63 125 10
63 126 9
64 127 3
64 128 7
65 129 6
65 130 1
66 131 3
66 132 4
67 133 9
67 134 2
68 135 10
68 136 4
69 137 5
69 138 8
70 139 5
70 140 9
71 141 4
71 142 3
72 143 10
72 144 10
73 145 10
73 146 10
74 147 10
74 148 6
75 149 2
75 150 5
76 151 2
76 152 5
77 153 6
77 154 1
78 155 10
78 156 6
79 157 10
79 158 5
80 159 10
80 160 5
81 161 1
81 162 6
82 163 8
82 164 6
83 165 2
83 166 2
84 167 4
84 168 3
85 169 10
85 170 6
86 171 10
86 172 2
87 173 6
87 174 10
88 175 10
88 176 8
89 177 6
89 178 5
90 179 7
90 180 5
91 181 6
91 182 5
92 183 8
92 184 6
93 185 6
93 186 6
94 187 1
94 188 4
95 189 1
95 190 4
96 191 4
96 192 10
97 193 5
97 194 1
98 195 7
98 196 8
99 197 1
99 198 1
100 199 6
100 200 1
