# Edges (u,v,w)
1 2 3
2 3 1
2 4 8
3 5 7
3 6 4
4 7 2
4 8 8
5 9 3
5 10 2
6 11 7
6 12 6
7 13 5
7 14 1
8 15 9
8 16 2
9 17 6
9 18 8
10 19 9
10 20 9
11 21 8
11 22 8
12 23 4
12 24 7
13 25 3
13 26 10
14 27 6
14 28 5
15 29 8
15 30 1
16 31 10
16 32 8
17 33 5
17 34 7
18 35 3
18 36 8
19 37 2
19 38 5
20 39 9
20 40 1
21 41 1
21 42 7
22 43 4
22 44 7
23 45 4
23 46 5
24 47 3
24 48 10
25 49 8
25 50 7
26 51 2
26 52 2
27 53 3
27 54 3
28 55 9
28 56 5
29 57 8
29 58 10
30 59 9
30 60 5
31 61 10
31 62 10
32 63 5
32 64 8
33 65 9
33 66 7
34 67 10
34 68 2
35 69 3
35 70 2
36 71 5
36 72 7
37 73 9
37 74 4
38 75 3
38 76 8
39 77 2
39 78 9
40 79 6
40 80 8
41 81 3
41 82 8
42 83 6
42 84 9
43 85 9
43 86 2
44 87 9
44 88 4
45 89 5
45 90 4
46 91 5
46 92 8
47 93 6
47 94 9
48 95 5
48 96 8
49 97 6
49 98 1
50 99 2
50 100 8
51 101 8
51 102 5
52 103 7
52 104 10
53 105 2
53 106 8
54 107 5
54 108 10
55 109 9
55 110 8
56 111 7
56 112 2
57 113 8
57 114 8
58 115 10
58 116 7
59 117 10
59 118 8
60 119 3
60 120 8
61 121 4
61 122 5
62 123 5
62 124 7
63 125 3
63 126 6
64 127 5
64 128 6
65 129 8
65 130 9
66 131 1
66 132 2
67 133 8
67 134 3
68 135 6
68 136 1
69 137 4
69 138 10
70 139 8
70 140 2
71 141 8
71 142 2
72 143 7
72 144 2
73 145 5
73 146 10
74 147 7
74 148 9
75 149 9
75 150 6
76 151 3
76 152 4
77 153 6
77 154 4
78 155 8
78 156 8
79 157 8
79 158 5
80 159 3
80 160 1
81 161 6
81 162 3
82 163 6
82 164 5
83 165 6
83 166 8
84 167 4
84 168 9
85 169 8
85 170 8
86 171 7
86 172 8
87 173 4
87 174 1
88 175 6
88 176 3
89 177 3
89 178 5
90 179 9
90 180 3
91 181 5
91 182 9
92 183 2
92 184 7
93 185 9
93 186 3
94 187 8
94 188 8
95 189 10
95 190 2
96 191 2
96 192 9
97 193 10
97 194 8
98 195 8
98 196 3
99 197 3
99 198 10
100 199 7
100 200 9
