# Edges (u,v,w)
1 2 3
2 3 2
2 4 2
3 5 9
3 6 9
4 7 4
4 8 2
5 9 2
5 10 3
6 11 8
6 12 4
7 13 1
7 14 6
8 15 2
8 16 2
9 17 7
9 18 1
10 19 3
10 20 3
11 21 7
11 22 2
12 23 7
12 24 1
13 25 6
13 26 4
14 27 5
14 28 4
15 29 7
15 30 8
16 31 6
16 32 7
17 33 7
17 34 3
18 35 10
18 36 2
19 37 1
19 38 9
20 39 2
20 40 2
21 41 10
21 42 5
22 43 2
22 44 5
23 45 9
23 46 10
24 47 7
24 48 3
25 49 10
25 50 10
26 51 6
26 52 3
27 53 8
27 54 6
28 55 8
28 56 3
29 57 3
29 58 2
30 59 4
30 60 6
31 61 4
31 62 1
32 63 4
32 64 2
33 65 4
33 66 7
34 67 4
34 68 10
35 69 9
35 70 1
36 71 8
36 72 7
37 73 2
37 74 9
38 75 9
38 76 5
39 77 8
39 78 8
40 79 10
40 80 4
41 81 6
41 82 2
42 83 7
42 84 4
43 85 5
43 86 1
44 87 3
44 88 4
45 89 8
45 90 3
46 91 5
46 92 2
47 93 3
47 94 7
48 95 2
48 96 1
49 97 9
49 98 1
50 99 2
50 100 6
51 101 3
51 102 8
52 103 1
52 104 2
53 105 5
53 106 1
54 107 8
54 108 6
55 109 8
55 110 4
56 111 5
56 112 1
57 113 10
57 114 9
58 115 6
58 116 3
59 117 4
59 118 2
60 119 3
60 120 2
61 121 7
61 122 10
62 123 2
62 124 7
63 125 1
63 126 3
64 127 7
64 128 4
65 129 2
65 130 10
66 131 7
66 132 9
67 133 8
67 134 7
68 135 7
68 136 1
69 137 2
69 138 7
70 139 7
70 140 3
71 141 7
71 142 2
72 143 2
72 144 2
73 145 4
73 146 8
74 147 8
74 148 3
75 149 3
75 150 1
76 151 8
76 152 10
77 153 9
77 154 4
78 155 6
78 156 10
79 157 3
79 158 5
80 159 9
80 160 5
81 161 1
81 162 7
82 163 9
82 164 10
83 165 7
83 166 7
84 167 9
84 168 5
85 169 7
85 170 1
86 171 9
86 172 2
87 173 3
87 174 4
88 175 1
88 176 4
89 177 6
89 178 3
90 179 7
90 180 5
91 181 1
91 182 6
92 183 9
92 184 5
93 185 6
93 186 5
94 187 2
94 188 3
95 189 5
95 190 2
96 191 4
96 192 2
97 193 10
97 194 8
98 195 7
98 196 10
99 197 9
99 198 9
100 199 8
100 200 7
