# Edges (u,v,w)
1 2 3
2 3 8
2 4 5
3 5 8
3 6 9
4 7 1
4 8 9
5 9 5
5 10 6
6 11 3
6 12 6
7 13 3
7 14 6
8 15 9
8 16 2
9 17 7
9 18 4
10 19 9
10 20 5
11 21 7
11 22 5
12 23 5
12 24 8
13 25 7
13 26 9
14 27 1
14 28 6
15 29 1
15 30 3
16 31 1
16 32 7
17 33 8
17 34 1
18 35 9
18 36 9
19 37 6
19 38 9
20 39 5
20 40 10
21 41 1
21 42 5
22 43 10
22 44 8
23 45 1
23 46 5
24 47 6
24 48 7
25 49 8
25 50 4
26 51 4
26 52 1
27 53 5
27 54 10
28 55 7
28 56 9
29 57 2
29 58 8
30 59 6
30 60 2
31 61 2
31 62 7
32 63 7
32 64 6
33 65 4
33 66 2
34 67 5
34 68 10
35 69 6
35 70 7
36 71 10
36 72 9
37 73 5
37 74 7
38 75 1
38 76 10
39 77 8
39 78 8
40 79 7
40 80 1
41 81 6
41 82 7
42 83 7
42 84 1
43 85 6
43 86 2
44 87 2
44 88 7
45 89 2
45 90 7
46 91 8
46 92 8
47 93 6
47 94 6
48 95 8
48 96 4
49 97 2
49 98 3
50 99 6
50 100 3
51 101 8
51 102 1
52 103 5
52 104 6
53 105 6
53 106 4
54 107 2
54 108 8
55 109 4
55 110 1
56 111 10
56 112 2
57 113 1
57 114 6
58 115 5
58 116 8
59 117 7
59 118 1
60 119 3
60 120 6
61 121 3
61 122 7
62 123 8
62 124 4
63 125 2
63 126 3
64 127 8
64 128 1
65 129 10
65 130 6
66 131 6
66 132 9
67 133 9
67 134 8
68 135 6
68 136 8
69 137 5
69 138 9
70 139 6
70 140 9
71 141 7
71 142 6
72 143 3
72 144 7
73 145 4
73 146 7
74 147 5
74 148 6
75 149 4
75 150 3
76 151 3
76 152 3
77 153 5
77 154 3
78 155 3
78 156 4
79 157 6
79 158 1
80 159 6
80 160 6
81 161 9
81 162 4
82 163 7
82 164 6
83 165 3
83 166 3
84 167 2
84 168 9
85 169 6
85 170 4
86 171 2
86 172 3
87 173 2
87 174 1
88 175 7
88 176 8
89 177 1
89 178 8
90 179 1
90 180 8
91 181 6
91 182 6
92 183 3
92 184 4
93 185 6
93 186 6
94 187 3
94 188 8
95 189 3
95 190 3
96 191 10
96 192 3
97 193 9
97 194 2
98 195 9
98 196 3
99 197 2
99 198 6
100 199 3
100 200 9
