# Edges (u,v,w)
1 2 3
2 3 4
2 4 3
3 5 7
3 6 8
4 7 7
4 8 1
5 9 1
5 10 9
6 11 7
6 12 6
7 13 5
7 14 1
8 15 10
8 16 2
9 17 8
9 18 6
10 19 1
10 20 6
11 21 6
11 22 1
12 23 3
12 24 5
13 25 6
13 26 5
14 27 4
14 28 6
15 29 8
15 30 2
16 31 6
16 32 8
17 33 5
17 34 5
18 35 3
18 36 2
19 37 9
19 38 8
20 39 1
20 40 9
21 41 1
21 42 7
22 43 8
22 44 4
23 45 3
23 46 4
24 47 1
24 48 3
25 49 3
25 50 2
26 51 4
26 52 5
27 53 10
27 54 2
28 55 7
28 56 3
29 57 10
29 58 8
30 59 9
30 60 8
31 61 2
31 62 8
32 63 5
32 64 3
33 65 10
33 66 5
34 67 1
34 68 9
35 69 1
35 70 10
36 71 1
36 72 7
37 73 3
37 74 2
38 75 8
38 76 6
39 77 2
39 78 6
40 79 3
40 80 4
41 81 3
41 82 7
42 83 7
42 84 9
43 85 1
43 86 10
44 87 10
44 88 9
45 89 1
45 90 2
46 91 7
46 92 9
47 93 6
47 94 1
48 95 10
48 96 6
49 97 2
49 98 8
50 99 2
50 100 6
51 101 8
51 102 10
52 103 6
52 104 9
53 105 10
53 106 8
54 107 10
54 108 6
55 109 8
55 110 8
56 111 1
56 112 6
57 113 7
57 114 8
58 115 6
58 116 9
59 117 7
59 118 10
60 119 10
60 120 2
61 121 2
61 122 9
62 123 8
62 124 3
63 125 3
63 126 5
64 127 2
64 128 3
65 129 5
65 130 9
66 131 2
66 132 4
67 133 10
67 134 4
68 135 1
68 136 7
69 137 1
69 138 7
70 139 6
70 140 1
71 141 4
71 142 1
72 143 8
72 144 1
73 145 9
73 146 10
74 147 4
74 148 5
75 149 2
75 150 5
76 151 10
76 152 8
77 153 6
77 154 9
78 155 7
78 156 1
79 157 9
79 158 4
80 159 10
80 160 5
81 161 1
81 162 2
82 163 1
82 164 10
83 165 8
83 166 7
84 167 7
84 168 2
85 169 6
85 170 7
86 171 2
86 172 2
87 173 8
87 174 8
88 175 4
88 176 9
89 177 1
89 178 9
90 179 1
90 180 10
91 181 10
91 182 3
92 183 1
92 184 4
93 185 1
93 186 10
94 187 2
94 188 2
95 189 6
95 190 9
96 191 10
96 192 10
97 193 8
97 194 5
98 195 2
98 196 4
99 197 9
99 198 2
100 199 3
100 200 4
