# Edges (u,v,w)
1 2 3
2 3 6
2 4 7
3 5 2
3 6 10
4 7 5
4 8 10
5 9 8
5 10 4
6 11 1
6 12 9
7 13 7
7 14 8
8 15 2
8 16 6
9 17 5
9 18 3
10 19 6
10 20 5
11 21 5
11 22 5
12 23 9
12 24 2
13 25 8
13 26 7
14 27 10
14 28 6
15 29 7
15 30 9
16 31 1
16 32 7
17 33 10
17 34 5
18 35 10
18 36 10
19 37 1
19 38 10
20 39 9
20 40 2
21 41 6
21 42 8
22 43 4
22 44 8
23 45 8
23 46 2
24 47 1
24 48 10
25 49 2
25 50 1
26 51 2
26 52 8
27 53 2
27 54 4
28 55 10
28 56 1
29 57 6
29 58 5
30 59 4
30 60 7
31 61 10
31 62 7
32 63 7
32 64 8
33 65 10
33 66 3
34 67 7
34 68 7
35 69 9
35 70 9
36 71 10
36 72 10
37 73 5
37 74 7
38 75 6
38 76 5
39 77 10
39 78 9
40 79 7
40 80 8
41 81 6
41 82 5
42 83 6
42 84 9
43 85 10
43 86 1
44 87 6
44 88 4
45 89 3
45 90 3
46 91 1
46 92 4
47 93 4
47 94 4
48 95 6
48 96 9
49 97 6
49 98 9
50 99 10
50 100 1
51 101 1
51 102 8
52 103 1
52 104 10
53 105 7
53 106 1
54 107 1
54 108 10
55 109 2
55 110 6
56 111 2
56 112 8
57 113 3
57 114 7
58 115 3
58 116 9
59 117 1
59 118 10
60 119 3
60 120 7
61 121 3
61 122 8
62 123 3
62 124 5
63 125 10
63 126 4
64 127 5
64 128 5
65 129 6
65 130 5
66 131 8
66 132 5
67 133 7
67 134 6
68 135 3
68 136 9
69 137 1
69 138 9
70 139 6
70 140 2
71 141 9
71 142 3
72 143 5
72 144 6
73 145 10
73 146 8
74 147 10
74 148 7
75 149 5
75 150 6
76 151 7
76 152 7
77 153 2
77 154 8
78 155 10
78 156 10
79 157 10
79 158 1
80 159 4
80 160 3
81 161 10
81 162 1
82 163 3
82 164 7
83 165 6
83 166 9
84 167 4
84 168 3
85 169 9
85 170 5
86 171 5
86 172 7
87 173 4
87 174 5
88 175 8
88 176 9
89 177 9
89 178 4
90 179 5
90 180 9
91 181 8
91 182 7
92 183 6
92 184 3
93 185 7
93 186 3
94 187 5
94 188 1
95 189 1
95 190 1
96 191 4
96 192 10
97 193 2
97 194 9
98 195 7
98 196 4
99 197 7
99 198 2
100 199 3
100 200 8
