# Edges (u,v,w)
1 2 3
2 3 2
2 4 10
3 5 2
3 6 6
4 7 10
4 8 2
5 9 3
5 10 8
6 11 5
6 12 3
7 13 4
7 14 7
8 15 8
8 16 8
9 17 10
9 18 3
10 19 10
10 20 7
11 21 1
11 22 9
12 23 1
12 24 8
13 25 4
13 26 9
14 27 3
14 28 2
15 29 5
15 30 7
16 31 9
16 32 5
17 33 2
17 34 1
18 35 3
18 36 7
19 37 10
19 38 3
20 39 10
20 40 1
21 41 5
21 42 1
22 43 1
22 44 10
23 45 8
23 46 2
24 47 10
24 48 7
25 49 3
25 50 8
26 51 3
26 52 4
27 53 8
27 54 2
28 55 2
28 56 2
29 57 4
29 58 4
30 59 1
30 60 2
31 61 7
31 62 3
32 63 1
32 64 2
33 65 5
33 66 10
34 67 4
34 68 6
35 69 6
35 70 10
36 71 7
36 72 8
37 73 4
37 74 2
38 75 9
38 76 4
39 77 4
39 78 9
40 79 8
40 80 9
41 81 5
41 82 10
42 83 3
42 84 8
43 85 8
43 86 2
44 87 4
44 88 9
45 89 4
45 90 3
46 91 4
46 92 5
47 93 9
47 94 2
48 95 2
48 96 4
49 97 1
49 98 5
50 99 6
50 100 9
