# Edges (u,v,w)
1 2 3
2 3 9
2 4 3
3 5 6
3 6 7
4 7 4
4 8 3
5 9 6
5 10 3
6 11 9
6 12 1
7 13 5
7 14 6
8 15 7
8 16 2
9 17 3
9 18 4
10 19 3
10 20 1
11 21 9
11 22 4
12 23 7
12 24 7
13 25 9
13 26 9
14 27 7
14 28 10
15 29 1
15 30 1
16 31 7
16 32 2
17 33 1
17 34 4
18 35 4
18 36 5
19 37 9
19 38 6
20 39 2
20 40 1
21 41 2
21 42 7
22 43 10
22 44 3
23 45 8
23 46 10
24 47 1
24 48 2
25 49 1
25 50 1
26 51 3
26 52 5
27 53 3
27 54 4
28 55 8
28 56 4
29 57 10
29 58 4
30 59 10
30 60 8
31 61 7
31 62 8
32 63 8
32 64 8
33 65 10
33 66 2
34 67 10
34 68 10
35 69 7
35 70 8
36 71 10
36 72 4
37 73 10
37 74 3
38 75 9
38 76 8
39 77 4
39 78 2
40 79 9
40 80 7
41 81 3
41 82 9
42 83 7
42 84 5
43 85 9
43 86 8
44 87 7
44 88 6
45 89 5
45 90 5
46 91 4
46 92 4
47 93 8
47 94 7
48 95 7
48 96 7
49 97 10
49 98 8
50 99 7
50 100 10
