# Edges (u,v,w)
1 2 3
2 3 9
2 4 2
3 5 4
3 6 10
4 7 2
4 8 2
5 9 2
5 10 3
6 11 2
6 12 5
7 13 7
7 14 9
8 15 2
8 16 3
9 17 10
9 18 6
10 19 4
10 20 2
11 21 9
11 22 4
12 23 7
12 24 8
13 25 2
13 26 9
14 27 2
14 28 1
15 29 6
15 30 9
16 31 10
16 32 8
17 33 5
17 34 1
18 35 8
18 36 4
19 37 7
19 38 10
20 39 10
20 40 7
21 41 8
21 42 7
22 43 2
22 44 10
23 45 7
23 46 6
24 47 6
24 48 2
25 49 1
25 50 3
26 51 4
26 52 7
27 53 1
27 54 4
28 55 10
28 56 8
29 57 4
29 58 8
30 59 8
30 60 8
31 61 1
31 62 8
32 63 2
32 64 4
33 65 10
33 66 1
34 67 5
34 68 2
35 69 3
35 70 6
36 71 8
36 72 8
37 73 4
37 74 2
38 75 2
38 76 1
39 77 5
39 78 10
40 79 5
40 80 6
41 81 10
41 82 2
42 83 2
42 84 1
43 85 2
43 86 10
44 87 3
44 88 1
45 89 10
45 90 8
46 91 1
46 92 5
47 93 6
47 94 8
48 95 1
48 96 8
49 97 2
49 98 9
50 99 10
50 100 6
