# Edges (u,v,w)
1 2 3
2 3 4
2 4 6
3 5 8
3 6 5
4 7 9
4 8 3
5 9 9
5 10 1
6 11 2
6 12 3
7 13 2
7 14 4
8 15 4
8 16 1
9 17 3
9 18 6
10 19 6
10 20 7
11 21 3
11 22 3
12 23 3
12 24 6
13 25 5
13 26 7
14 27 8
14 28 1
15 29 10
15 30 8
16 31 9
16 32 3
17 33 2
17 34 1
18 35 3
18 36 8
19 37 3
19 38 9
20 39 2
20 40 1
21 41 1
21 42 10
22 43 6
22 44 10
23 45 6
23 46 9
24 47 1
24 48 1
25 49 5
25 50 4
26 51 5
26 52 1
27 53 3
27 54 3
28 55 8
28 56 3
29 57 5
29 58 9
30 59 4
30 60 4
31 61 8
31 62 9
32 63 5
32 64 7
33 65 9
33 66 8
34 67 1
34 68 5
35 69 8
35 70 7
36 71 10
36 72 7
37 73 7
37 74 1
38 75 3
38 76 3
39 77 5
39 78 1
40 79 8
40 80 1
41 81 1
41 82 4
42 83 6
42 84 4
43 85 9
43 86 5
44 87 5
44 88 2
45 89 10
45 90 2
46 91 4
46 92 4
47 93 8
47 94 1
48 95 2
48 96 10
49 97 8
49 98 1
50 99 6
50 100 6
