# Edges (u,v,w)
1 2 3
2 3 5
2 4 7
3 5 10
3 6 7
4 7 3
4 8 10
5 9 1
5 10 3
6 11 7
6 12 3
7 13 6
7 14 6
8 15 7
8 16 4
9 17 6
9 18 3
10 19 5
10 20 7
11 21 6
11 22 3
12 23 9
12 24 2
13 25 5
13 26 4
14 27 7
14 28 3
15 29 10
15 30 6
16 31 4
16 32 9
17 33 2
17 34 7
18 35 6
18 36 1
19 37 5
19 38 5
20 39 6
20 40 8
21 41 4
21 42 4
22 43 9
22 44 5
23 45 8
23 46 2
24 47 1
24 48 5
25 49 5
25 50 7
26 51 9
26 52 6
27 53 9
27 54 2
28 55 6
28 56 6
29 57 6
29 58 5
30 59 6
30 60 9
31 61 7
31 62 3
32 63 3
32 64 1
33 65 1
33 66 1
34 67 6
34 68 3
35 69 7
35 70 6
36 71 9
36 72 5
37 73 5
37 74 3
38 75 8
38 76 9
39 77 8
39 78 9
40 79 1
40 80 9
41 81 4
41 82 2
42 83 9
42 84 5
43 85 5
43 86 7
44 87 5
44 88 1
45 89 4
45 90 7
46 91 7
46 92 10
47 93 8
47 94 1
48 95 5
48 96 6
49 97 2
49 98 3
50 99 7
50 100 2
