# Edges (u,v,w)
1 2 3
2 3 10
2 4 1
3 5 9
3 6 4
4 7 9
4 8 9
5 9 4
5 10 1
6 11 4
6 12 1
7 13 5
7 14 2
8 15 5
8 16 1
9 17 8
9 18 9
10 19 10
10 20 2
11 21 10
11 22 1
12 23 6
12 24 10
13 25 4
13 26 2
14 27 8
14 28 5
15 29 10
15 30 8
16 31 4
16 32 3
17 33 6
17 34 6
18 35 10
18 36 5
19 37 8
19 38 1
20 39 2
20 40 5
21 41 10
21 42 3
22 43 8
22 44 6
23 45 10
23 46 8
24 47 9
24 48 8
25 49 2
25 50 4
26 51 6
26 52 7
27 53 3
27 54 4
28 55 1
28 56 6
29 57 1
29 58 6
30 59 2
30 60 10
31 61 10
31 62 5
32 63 4
32 64 3
33 65 9
33 66 9
34 67 9
34 68 4
35 69 3
35 70 9
36 71 8
36 72 1
37 73 10
37 74 2
38 75 6
38 76 9
39 77 6
39 78 6
40 79 5
40 80 6
41 81 2
41 82 5
42 83 5
42 84 3
43 85 10
43 86 2
44 87 1
44 88 8
45 89 2
45 90 2
46 91 3
46 92 7
47 93 8
47 94 7
48 95 2
48 96 4
49 97 7
49 98 3
50 99 10
50 100 2
