# Edges (u,v,w)
1 2 3
2 3 2
2 4 8
3 5 6
3 6 7
4 7 8
4 8 2
5 9 8
5 10 3
6 11 4
6 12 5
7 13 4
7 14 8
8 15 5
8 16 1
9 17 2
9 18 9
10 19 2
10 20 10
11 21 6
11 22 4
12 23 6
12 24 7
13 25 8
13 26 1
14 27 8
14 28 10
15 29 1
15 30 6
16 31 1
16 32 10
17 33 9
17 34 6
18 35 1
18 36 4
19 37 2
19 38 1
20 39 8
20 40 10
21 41 4
21 42 10
22 43 10
22 44 7
23 45 5
23 46 5
24 47 8
24 48 6
25 49 7
25 50 10
26 51 7
26 52 1
27 53 5
27 54 1
28 55 9
28 56 7
29 57 10
29 58 1
30 59 7
30 60 6
31 61 6
31 62 7
32 63 8
32 64 9
33 65 1
33 66 2
34 67 3
34 68 1
35 69 1
35 70 4
36 71 5
36 72 3
37 73 6
37 74 7
38 75 9
38 76 8
39 77 1
39 78 9
40 79 10
40 80 2
41 81 10
41 82 4
42 83 9
42 84 6
43 85 3
43 86 7
44 87 9
44 88 1
45 89 2
45 90 10
46 91 1
46 92 10
47 93 9
47 94 6
48 95 10
48 96 7
49 97 9
49 98 1
50 99 9
50 100 4
