# Edges (u,v,w)
1 2 3
1 3 1
2 4 7
2 5 10
3 6 6
3 7 3
4 8 2
4 9 6
5 10 1
5 11 4
6 12 4
6 13 3
7 14 7
7 15 10
8 16 2
8 17 5
9 18 4
9 19 7
10 20 2
10 21 9
11 22 10
11 23 1
12 24 3
12 25 3
13 26 7
13 27 2
14 28 10
14 29 5
15 30 3
15 31 3
16 32 6
16 33 2
17 34 10
17 35 1
18 36 6
18 37 1
19 38 6
19 39 5
20 40 1
20 41 2
21 42 3
21 43 10
22 44 4
22 45 1
23 46 1
23 47 2
24 48 6
24 49 10
25 50 7
25 51 10
26 52 8
26 53 3
27 54 9
27 55 7
28 56 6
28 57 6
29 58 7
29 59 5
30 60 1
30 61 3
31 62 6
31 63 9
32 64 3
32 65 7
33 66 4
33 67 1
34 68 4
34 69 4
35 70 8
35 71 6
36 72 10
36 73 6
37 74 3
37 75 5
38 76 2
38 77 9
39 78 7
39 79 4
40 80 8
40 81 8
41 82 1
41 83 8
42 84 1
42 85 2
43 86 10
43 87 5
44 88 10
44 89 6
45 90 5
45 91 10
46 92 6
46 93 7
47 94 2
47 95 4
48 96 5
48 97 2
49 98 7
49 99 4
50 100 10
