# Edges (u,v,w)
1 2 3
1 3 2
2 4 9
2 5 9
3 6 8
3 7 9
4 8 6
4 9 2
5 10 2
5 11 1
6 12 9
6 13 7
7 14 10
7 15 8
8 16 10
8 17 8
9 18 2
9 19 3
10 20 10
10 21 1
11 22 3
11 23 3
12 24 2
12 25 3
13 26 8
13 27 6
14 28 2
14 29 4
15 30 4
15 31 2
16 32 4
16 33 8
17 34 2
17 35 4
18 36 3
18 37 5
19 38 1
19 39 4
20 40 6
20 41 5
21 42 6
21 43 7
22 44 5
22 45 1
23 46 1
23 47 6
24 48 3
24 49 2
25 50 3
25 51 5
26 52 9
26 53 7
27 54 9
27 55 2
28 56 8
28 57 4
29 58 5
29 59 1
30 60 2
30 61 3
31 62 8
31 63 7
32 64 9
32 65 8
33 66 1
33 67 6
34 68 6
34 69 10
35 70 8
35 71 3
36 72 2
36 73 1
37 74 9
37 75 6
38 76 4
38 77 1
39 78 1
39 79 8
40 80 5
40 81 1
41 82 9
41 83 5
42 84 8
42 85 6
43 86 9
43 87 3
44 88 9
44 89 3
45 90 6
45 91 4
46 92 10
46 93 1
47 94 1
47 95 6
48 96 6
48 97 8
49 98 8
49 99 2
50 100 7
