# Edges (u,v,w)
1 2 3
1 3 6
2 4 2
2 5 8
3 6 10
3 7 1
4 8 1
4 9 4
5 10 1
5 11 8
6 12 3
6 13 1
7 14 2
7 15 7
8 16 7
8 17 7
9 18 5
9 19 2
10 20 4
10 21 10
11 22 6
11 23 6
12 24 3
12 25 1
13 26 10
13 27 1
14 28 6
14 29 5
15 30 10
15 31 7
16 32 7
16 33 8
17 34 8
17 35 5
18 36 6
18 37 3
19 38 7
19 39 1
20 40 1
20 41 7
21 42 6
21 43 7
22 44 4
22 45 9
23 46 9
23 47 10
24 48 4
24 49 7
25 50 8
25 51 7
26 52 5
26 53 4
27 54 2
27 55 8
28 56 10
28 57 1
29 58 2
29 59 9
30 60 1
30 61 6
31 62 7
31 63 4
32 64 5
32 65 6
33 66 10
33 67 2
34 68 3
34 69 2
35 70 10
35 71 6
36 72 5
36 73 10
37 74 8
37 75 1
38 76 1
38 77 3
39 78 6
39 79 10
40 80 8
40 81 8
41 82 2
41 83 5
42 84 3
42 85 1
43 86 3
43 87 5
44 88 1
44 89 2
45 90 1
45 91 4
46 92 6
46 93 7
47 94 4
47 95 1
48 96 1
48 97 8
49 98 7
49 99 5
50 100 7
