# Edges (u,v,w)
1 2 3
1 3 5
2 4 2
2 5 6
3 6 9
3 7 2
4 8 8
4 9 2
5 10 7
5 11 7
6 12 7
6 13 2
7 14 2
7 15 7
8 16 6
8 17 8
9 18 3
9 19 6
10 20 8
10 21 7
11 22 1
11 23 5
12 24 5
12 25 10
13 26 4
13 27 8
14 28 10
14 29 3
15 30 5
15 31 8
16 32 6
16 33 9
17 34 2
17 35 1
18 36 5
18 37 10
19 38 5
19 39 6
20 40 5
20 41 4
21 42 4
21 43 8
22 44 9
22 45 4
23 46 10
23 47 1
24 48 10
24 49 6
25 50 7
25 51 4
26 52 10
26 53 5
27 54 3
27 55 5
28 56 2
28 57 3
29 58 2
29 59 10
30 60 7
30 61 5
31 62 1
31 63 6
32 64 10
32 65 2
33 66 7
33 67 2
34 68 4
34 69 5
35 70 5
35 71 9
36 72 3
36 73 4
37 74 6
37 75 2
38 76 2
38 77 6
39 78 6
39 79 7
40 80 3
40 81 4
41 82 1
41 83 5
42 84 9
42 85 4
43 86 5
43 87 7
44 88 7
44 89 1
45 90 10
45 91 3
46 92 7
46 93 6
47 94 6
47 95 1
48 96 6
48 97 7
49 98 5
49 99 6
50 100 5
