# Edges (u,v,w)
1 2 3
1 3 5
2 4 8
2 5 10
3 6 7
3 7 8
4 8 3
4 9 3
5 10 6
5 11 10
6 12 4
6 13 2
7 14 5
7 15 1
8 16 8
8 17 9
9 18 10
9 19 2
10 20 3
10 21 8
11 22 7
11 23 3
12 24 4
12 25 9
13 26 4
13 27 6
14 28 6
14 29 3
15 30 10
15 31 4
16 32 8
16 33 7
17 34 5
17 35 10
18 36 1
18 37 3
19 38 7
19 39 8
20 40 5
20 41 1
21 42 6
21 43 3
22 44 9
22 45 3
23 46 5
23 47 5
24 48 6
24 49 6
25 50 10
25 51 7
26 52 5
26 53 7
27 54 10
27 55 10
28 56 7
28 57 1
29 58 4
29 59 6
30 60 2
30 61 4
31 62 7
31 63 2
32 64 7
32 65 1
33 66 5
33 67 9
34 68 10
34 69 3
35 70 6
35 71 1
36 72 5
36 73 4
37 74 6
37 75 2
38 76 1
38 77 2
39 78 1
39 79 1
40 80 10
40 81 1
41 82 7
41 83 1
42 84 7
42 85 5
43 86 7
43 87 8
44 88 10
44 89 10
45 90 7
45 91 3
46 92 6
46 93 4
47 94 1
47 95 5
48 96 10
48 97 1
49 98 10
49 99 2
50 100 10
