# Edges (u,v,w)
1 2 3
1 3 6
2 4 8
2 5 4
3 6 8
3 7 6
4 8 10
4 9 5
5 10 10
5 11 3
6 12 10
6 13 9
7 14 3
7 15 7
8 16 9
8 17 3
9 18 7
9 19 3
10 20 10
10 21 4
11 22 2
11 23 7
12 24 9
12 25 4
13 26 1
13 27 8
14 28 9
14 29 4
15 30 1
15 31 2
16 32 9
16 33 2
17 34 10
17 35 6
18 36 9
18 37 1
19 38 8
19 39 10
20 40 7
20 41 6
21 42 5
21 43 8
22 44 7
22 45 2
23 46 5
23 47 9
24 48 6
24 49 1
25 50 7
25 51 7
26 52 9
26 53 9
27 54 7
27 55 7
28 56 5
28 57 6
29 58 7
29 59 9
30 60 6
30 61 9
31 62 1
31 63 7
32 64 9
32 65 1
33 66 6
33 67 4
34 68 1
34 69 10
35 70 7
35 71 7
36 72 8
36 73 6
37 74 10
37 75 5
38 76 10
38 77 2
39 78 2
39 79 9
40 80 2
40 81 6
41 82 1
41 83 5
42 84 4
42 85 5
43 86 10
43 87 1
44 88 4
44 89 5
45 90 4
45 91 10
46 92 6
46 93 3
47 94 6
47 95 10
48 96 6
48 97 1
49 98 3
49 99 6
50 100 4
