# Edges (u,v,w)
1 2 3
1 3 7
2 4 8
2 5 6
3 6 9
3 7 2
4 8 2
4 9 6
5 10 3
5 11 5
6 12 9
6 13 5
7 14 7
7 15 8
8 16 4
8 17 4
9 18 10
9 19 7
10 20 2
10 21 10
11 22 6
11 23 5
12 24 4
12 25 4
13 26 4
13 27 5
14 28 8
14 29 4
15 30 8
15 31 2
16 32 6
16 33 7
17 34 7
17 35 8
18 36 3
18 37 5
19 38 2
19 39 6
20 40 2
20 41 5
21 42 7
21 43 10
22 44 10
22 45 4
23 46 7
23 47 4
24 48 5
24 49 10
25 50 6
25 51 1
26 52 9
26 53 10
27 54 2
27 55 6
28 56 9
28 57 4
29 58 1
29 59 10
30 60 10
30 61 6
31 62 8
31 63 2
32 64 4
32 65 4
33 66 1
33 67 9
34 68 6
34 69 10
35 70 3
35 71 4
36 72 3
36 73 7
37 74 1
37 75 4
38 76 7
38 77 10
39 78 7
39 79 5
40 80 5
40 81 8
41 82 10
41 83 5
42 84 2
42 85 9
43 86 4
43 87 3
44 88 7
44 89 9
45 90 5
45 91 1
46 92 10
46 93 10
47 94 6
47 95 2
48 96 2
48 97 10
49 98 5
49 99 10
50 100 5
