# Edges (u,v,w)
1 2 3
1 3 3
2 4 1
2 5 2
3 6 9
3 7 7
4 8 8
4 9 6
5 10 1
5 11 4
6 12 6
6 13 10
7 14 4
7 15 7
8 16 2
8 17 4
9 18 6
9 19 9
10 20 6
10 21 6
11 22 1
11 23 3
12 24 6
12 25 7
13 26 5
13 27 5
14 28 7
14 29 5
15 30 8
15 31 10
16 32 1
16 33 7
17 34 6
17 35 6
18 36 4
18 37 2
19 38 4
19 39 5
20 40 7
20 41 9
21 42 2
21 43 4
22 44 9
22 45 5
23 46 9
23 47 4
24 48 6
24 49 1
25 50 9
25 51 10
26 52 7
26 53 7
27 54 1
27 55 8
28 56 6
28 57 3
29 58 1
29 59 6
30 60 10
30 61 2
31 62 8
31 63 8
32 64 6
32 65 8
33 66 5
33 67 5
34 68 5
34 69 1
35 70 9
35 71 10
36 72 4
36 73 3
37 74 2
37 75 2
38 76 9
38 77 3
39 78 3
39 79 6
40 80 4
40 81 6
41 82 4
41 83 3
42 84 4
42 85 1
43 86 1
43 87 9
44 88 9
44 89 3
45 90 6
45 91 8
46 92 6
46 93 10
47 94 5
47 95 9
48 96 10
48 97 4
49 98 6
49 99 2
50 100 5
