# Edges (u,v,w)
1 2 3
2 3 1
2 4 15
3 5 30
3 6 82
4 7 55
4 8 38
5 9 40
5 10 64
6 11 45
6 12 20
7 13 6
7 14 60
8 15 30
8 16 89
9 17 48
9 18 89
10 19 100
10 20 54
11 21 63
11 22 74
12 23 76
12 24 4
13 25 43
13 26 13
14 27 63
14 28 54
15 29 40
15 30 96
16 31 31
16 32 76
17 33 62
17 34 53
18 35 92
18 36 75
19 37 21
19 38 24
20 39 44
20 40 80
21 41 8
21 42 22
22 43 12
22 44 96
23 45 29
23 46 88
24 47 6
24 48 5
25 49 53
25 50 24
26 51 87
26 52 97
27 53 58
27 54 12
28 55 73
28 56 53
29 57 25
29 58 78
30 59 9
30 60 62
31 61 13
31 62 48
32 63 63
32 64 92
33 65 34
33 66 1
34 67 68
34 68 18
35 69 66
35 70 65
36 71 6
36 72 90
37 73 9
37 74 47
38 75 5
38 76 71
39 77 68
39 78 16
40 79 41
40 80 14
