# Edges (u,v,w)
1 2 3
2 3 32
2 4 3
3 5 78
3 6 7
4 7 66
4 8 20
5 9 75
5 10 59
6 11 59
6 12 49
7 13 1
7 14 3
8 15 16
8 16 23
9 17 29
9 18 3
10 19 47
10 20 79
11 21 61
11 22 13
12 23 98
12 24 8
13 25 87
13 26 15
14 27 74
14 28 65
15 29 93
15 30 63
16 31 5
16 32 95
17 33 99
17 34 19
18 35 20
18 36 24
19 37 55
19 38 96
20 39 56
20 40 54
21 41 6
21 42 3
22 43 44
22 44 37
23 45 23
23 46 37
24 47 90
24 48 83
25 49 23
25 50 15
26 51 70
26 52 27
27 53 74
27 54 4
28 55 15
28 56 62
29 57 6
29 58 56
30 59 35
30 60 99
31 61 65
31 62 50
32 63 76
32 64 32
33 65 9
33 66 84
34 67 66
34 68 76
35 69 49
35 70 24
36 71 98
36 72 82
37 73 53
37 74 28
38 75 67
38 76 36
39 77 23
39 78 43
40 79 81
40 80 49
