# Edges (u,v,w)
1 2 3
2 3 52
2 4 45
3 5 32
3 6 26
4 7 47
4 8 67
5 9 15
5 10 23
6 11 65
6 12 46
7 13 94
7 14 76
8 15 83
8 16 43
9 17 25
9 18 37
10 19 46
10 20 76
11 21 89
11 22 79
12 23 37
12 24 88
13 25 75
13 26 88
14 27 46
14 28 76
15 29 3
15 30 28
16 31 95
16 32 77
17 33 87
17 34 100
18 35 98
18 36 6
19 37 94
19 38 56
20 39 44
20 40 75
21 41 64
21 42 29
22 43 67
22 44 51
23 45 40
23 46 73
24 47 33
24 48 15
25 49 20
25 50 33
26 51 45
26 52 50
27 53 90
27 54 91
28 55 30
28 56 46
29 57 67
29 58 23
30 59 39
30 60 46
31 61 53
31 62 21
32 63 7
32 64 36
33 65 42
33 66 28
34 67 8
34 68 48
35 69 4
35 70 42
36 71 62
36 72 89
37 73 1
37 74 5
38 75 25
38 76 47
39 77 65
39 78 34
40 79 96
40 80 77
